Image Name,Processing Time (seconds),Matches Found,Notes
Billb_400.jpg,29.46,1,Best match saved
Billb_401.jpg,22.83,1,Best match saved
Billb_402.jpg,27.35,1,Best match saved
Billb_403.jpg,22.53,1,Best match saved
