Image Name,Processing Time (s),Match Found,Notes
image_001 (106).jpeg,26.06,0,No match above threshold
image_001 (107).jpeg,45.47,0,No match above threshold
image_001 (108).jpeg,53.29,0,No match above threshold
image_001 (109).jpeg,20.44,0,No match above threshold
image_001 (11).jpeg,16.20,0,No match above threshold
image_001 (11).jpg,33.94,1,Match found and saved
image_001 (12).jpeg,31.69,0,No match above threshold
image_001 (12).jpg,54.21,0,No match above threshold
